日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PS-TTM,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2026-05-14,=7.3000,=7.3000,=7.3000,=7.3000,=2601765676749.6997,=1968169151535.0,=252746037923.3,,=3.0399,,,,
2026-05-13,=7.2300,=7.2300,=7.2300,=7.2300,=2576817238753.47,=1949296296657.0,=250322445778.83,,=3.0108,,,,
2026-05-12,=7.4800,=7.4800,=7.4800,=7.4800,=2665918803025.72,=2016699349792.0,=258978132009.08,,=3.1149,,,,
2026-05-11,=7.4700,=7.4700,=7.4700,=7.4700,=2662354740454.83,=2014003227666.0,=258631904559.87,,=3.1107,,,,
2026-05-08,=7.4600,=7.4600,=7.4600,=7.4600,=2658790677883.94,=2011307105541.0,=258285677110.66,,=3.1066,,,,
2026-05-07,=7.3900,=7.3900,=7.3900,=7.3900,=2633842239887.71,=1992434250663.0,=255862084966.19,,=3.0774,,,,
2026-05-06,=7.3600,=7.3600,=7.3600,=7.3600,=2623150052175.04,=1984345884287.0,=254823402618.56,,=3.0649,,,,
2026-04-30,=7.4500,=7.4500,=7.4500,=7.4500,=2655226615313.0503,=2008610983416.0,=257939449661.45,,=3.1024,,,,
2026-04-29,=7.4700,=7.4700,=7.4700,=7.4700,=2662354740454.83,=2014003227666.0,=258631904559.87,,=3.1760,,,,
2026-04-28,=7.5300,=7.5300,=7.5300,=7.5300,=2683739115880.17,=2030179960419.0,=260709269255.13,,=3.2015,,,,
2026-04-27,=7.5100,=7.5100,=7.5100,=7.5100,=2676610990738.39,=2024787716168.0,=260016814356.71,,=3.1930,,,,
2026-04-24,=7.5800,=7.5800,=7.5800,=7.5800,=2701559428734.62,=2043660571046.0,=262440406501.18,,=3.2228,,,,
2026-04-23,=7.5800,=7.5800,=7.5800,=7.5800,=2701559428734.62,=2043660571046.0,=262440406501.18,,=3.2228,,,,
2026-04-22,=7.5200,=7.5200,=7.5200,=7.5200,=2680175053309.28,=2027483838293.0,=260363041805.92,,=3.1973,,,,
2026-04-21,=7.6200,=7.6200,=7.6200,=7.6200,=2715815679018.18,=2054445059547.0,=263825316298.02,,=3.2398,,,,
2026-04-20,=7.5700,=7.5700,=7.5700,=7.5700,=2697995366163.73,=2040964448920.0,=262094179051.97,,=3.2185,,,,
2026-04-17,=7.4400,=7.4400,=7.4400,=7.4400,=2651662552742.16,=2005914861290.0,=257593222212.24,,=3.1633,,,,
2026-04-16,=7.4600,=7.4600,=7.4600,=7.4600,=2658790677883.94,=2011307105541.0,=258285677110.66,,=3.1718,,,,
2026-04-15,=7.5000,=7.5000,=7.5000,=7.5000,=2673046928167.5,=2022091594043.0,=259670586907.5,,=3.1888,,,,
2026-04-14,=7.4600,=7.4600,=7.4600,=7.4600,=2658790677883.94,=2011307105541.0,=258285677110.66,,=3.1718,,,,
2026-04-13,=7.3700,=7.3700,=7.3700,=7.3700,=2626714114745.93,=1987042006412.0,=255169630067.77,,=3.1335,,,,
2026-04-10,=7.3100,=7.3100,=7.3100,=7.3100,=2605329739320.59,=1970865273660.0,=253092265372.51,,=3.1080,,,,
2026-04-09,=7.3300,=7.3300,=7.3300,=7.3300,=2612457864462.37,=1976257517911.0,=253784720270.93,,=3.1165,,,,
2026-04-08,=7.3200,=7.3200,=7.3200,=7.3200,=2608893801891.48,=1973561395785.0,=253438492821.72,,=3.1122,,,,
2026-04-07,=7.4000,=7.4000,=7.4000,=7.4000,=2637406302458.6,=1995130372789.0,=256208312415.4,,=3.1462,,,,
2026-04-03,=7.5000,=7.5000,=7.5000,=7.5000,=2673046928167.5,=2022091594043.0,=259670586907.5,,=3.1888,,,,
2026-04-02,=7.6300,=7.6300,=7.6300,=7.6300,=2719379741589.07,=2057141181673.0,=264171543747.23,,=3.2440,,,,
2026-04-01,=7.5800,=7.5800,=7.5800,=7.5800,=2701559428734.62,=2043660571046.0,=262440406501.18,,=3.2228,,,,
2026-03-31,=7.6400,=7.6400,=7.6400,=7.6400,=2722943804159.96,=2059837303798.0,=264517771196.44,,=3.2483,,,,
2026-03-30,=7.5700,=7.5700,=7.5700,=7.5700,=2697995366163.73,=2040964448920.0,=262094179051.97,,=3.2185,,,,
2026-03-27,=7.4000,=7.4000,=7.4000,=7.4000,=2637406302458.6,=1995130372789.0,=256208312415.4,,=3.1570,,,,
2026-03-26,=7.4200,=7.4200,=7.4200,=7.4200,=2644534427600.38,=2000522617039.0,=256900767313.82,,=3.1656,,,,
2026-03-25,=7.3400,=7.3400,=7.3400,=7.3400,=2616021927033.26,=1978953640036.0,=254130947720.14,,=3.1314,,,,
2026-03-24,=7.3200,=7.3200,=7.3200,=7.3200,=2608893801891.48,=1973561395785.0,=253438492821.72,,=3.1229,,,,
2026-03-23,=7.2500,=7.2500,=7.2500,=7.2500,=2583945363895.25,=1954688540908.0,=251014900677.25,,=3.0930,,,,
2026-03-20,=7.5000,=7.5000,=7.5000,=7.5000,=2673046928167.5,=2022091594043.0,=259670586907.5,,=3.1997,,,,
2026-03-19,=7.5300,=7.5300,=7.5300,=7.5300,=2683739115880.17,=2030179960419.0,=260709269255.13,,=3.2125,,,,
2026-03-18,=7.3900,=7.3900,=7.3900,=7.3900,=2633842239887.71,=1992434250663.0,=255862084966.19,,=3.1528,,,,
2026-03-17,=7.3900,=7.3900,=7.3900,=7.3900,=2633842239887.71,=1992434250663.0,=255862084966.19,,=3.1528,,,,
2026-03-16,=7.2500,=7.2500,=7.2500,=7.2500,=2583945363895.25,=1954688540908.0,=251014900677.25,,=3.0930,,,,
2026-03-13,=7.2000,=7.2000,=7.2000,=7.2000,=2566125051040.8003,=1941207930281.0,=249283763431.2,,=3.0717,,,,
2026-03-12,=7.1600,=7.1600,=7.1600,=7.1600,=2551868800757.24,=1930423441779.0,=247898853634.36,,=3.0546,,,,
2026-03-11,=7.1200,=7.1200,=7.1200,=7.1200,=2537612550473.68,=1919638953278.0,=246513943837.52,,=3.0376,,,,
2026-03-10,=7.0400,=7.0400,=7.0400,=7.0400,=2509100049906.56,=1898069976275.0,=243744124243.84,,=3.0034,,,,
2026-03-09,=7.1000,=7.1000,=7.1000,=7.1000,=2530484425331.9,=1914246709027.0,=245821488939.1,,=3.0290,,,,
2026-03-06,=7.1100,=7.1100,=7.1100,=7.1100,=2534048487902.79,=1916942831152.0,=246167716388.31,,=3.0333,,,,
2026-03-05,=7.1100,=7.1100,=7.1100,=7.1100,=2534048487902.79,=1916942831152.0,=246167716388.31,,=3.0333,,,,
2026-03-04,=7.0800,=7.0800,=7.0800,=7.0800,=2523356300190.12,=1908854464776.0,=245129034040.68,,=3.0205,,,,
2026-03-03,=7.1200,=7.1200,=7.1200,=7.1200,=2537612550473.68,=1919638953278.0,=246513943837.52,,=3.0376,,,,
2026-03-02,=6.9600,=6.9600,=6.9600,=6.9600,=2480587549339.44,=1876500999271.0,=240974304650.16,,=2.9693,,,,
2026-02-27,=6.9200,=6.9200,=6.9200,=6.9200,=2466331299055.88,=1865716510770.0,=239589394853.32,,=2.9522,,,,
2026-02-26,=6.9600,=6.9600,=6.9600,=6.9600,=2480587549339.44,=1876500999271.0,=240974304650.16,,=2.9693,,,,
2026-02-25,=7.0500,=7.0500,=7.0500,=7.0500,=2512664112477.4497,=1900766098400.0,=244090351693.05,,=3.0077,,,,
2026-02-24,=7.0600,=7.0600,=7.0600,=7.0600,=2516228175048.34,=1903462220525.0,=244436579142.26,,=3.0120,,,,
2026-02-13,=7.1100,=7.1100,=7.1100,=7.1100,=2534048487902.79,=1916942831152.0,=246167716388.31,,=3.0333,,,,
2026-02-12,=7.1800,=7.1800,=7.1800,=7.1800,=2558996925899.02,=1935815686030.0,=248591308532.78,,=3.0632,,,,
2026-02-11,=7.2900,=7.2900,=7.2900,=7.2900,=2598201614178.81,=1965473029409.0,=252399810474.09,,=3.1101,,,,
2026-02-10,=7.3000,=7.3000,=7.3000,=7.3000,=2601765676749.6997,=1968169151535.0,=252746037923.3,,=3.1144,,,,
2026-02-09,=7.2800,=7.2800,=7.2800,=7.2800,=2594637551607.92,=1962776907284.0,=252053583024.88,,=3.1058,,,,
2026-02-06,=7.2600,=7.2600,=7.2600,=7.2600,=2587509426466.14,=1957384663033.0,=251361128126.46,,=3.0973,,,,
2026-02-05,=7.3000,=7.3000,=7.3000,=7.3000,=2601765676749.6997,=1968169151535.0,=252746037923.3,,=3.1144,,,,
2026-02-04,=7.2400,=7.2400,=7.2400,=7.2400,=2580381301324.36,=1951992418782.0,=250668673228.04,,=3.0888,,,,
2026-02-03,=7.1800,=7.1800,=7.1800,=7.1800,=2558996925899.02,=1935815686030.0,=248591308532.78,,=3.0632,,,,
2026-02-02,=7.3200,=7.3200,=7.3200,=7.3200,=2608893801891.48,=1973561395785.0,=253438492821.72,,=3.1229,,,,
2026-01-30,=7.2500,=7.2500,=7.2500,=7.2500,=2583945363895.25,=1954688540908.0,=251014900677.25,,=3.0930,,,,
2026-01-29,=7.2600,=7.2600,=7.2600,=7.2600,=2587509426466.14,=1957384663033.0,=251361128126.46,,=3.0973,,,,
2026-01-28,=7.2000,=7.2000,=7.2000,=7.2000,=2566125051040.8003,=1941207930281.0,=249283763431.2,,=3.0717,,,,
2026-01-27,=7.2300,=7.2300,=7.2300,=7.2300,=2576817238753.47,=1949296296657.0,=250322445778.83,,=3.0845,,,,
2026-01-26,=7.2400,=7.2400,=7.2400,=7.2400,=2580381301324.36,=1951992418782.0,=250668673228.04,,=3.0888,,,,
2026-01-23,=7.2100,=7.2100,=7.2100,=7.2100,=2569689113611.69,=1943904052406.0,=249629990880.41,,=3.0760,,,,
2026-01-22,=7.2700,=7.2700,=7.2700,=7.2700,=2591073489037.03,=1960080785159.0,=251707355575.67,,=3.1016,,,,
2026-01-21,=7.3500,=7.3500,=7.3500,=7.3500,=2619585989604.15,=1981649762162.0,=254477175169.35,,=3.1357,,,,
2026-01-20,=7.5400,=7.5400,=7.5400,=7.5400,=2687303178451.06,=2032876082544.0,=261055496704.34,,=3.2168,,,,
2026-01-19,=7.5300,=7.5300,=7.5300,=7.5300,=2683739115880.17,=2030179960419.0,=260709269255.13,,=3.2125,,,,
2026-01-16,=7.6100,=7.6100,=7.6100,=7.6100,=2712251616447.29,=2051748937422.0,=263479088848.81,,=3.2466,,,,
2026-01-15,=7.6800,=7.6800,=7.6800,=7.6800,=2737200054443.52,=2070621792300.0,=265902680993.28,,=3.2765,,,,
2026-01-14,=7.6900,=7.6900,=7.6900,=7.6900,=2740764117014.41,=2073317914425.0,=266248908442.49,,=3.2807,,,,
2026-01-13,=7.8100,=7.8100,=7.8100,=7.8100,=2783532867865.09,=2105671379930.0,=270403637833.01,,=3.3319,,,,
2026-01-12,=7.7400,=7.7400,=7.7400,=7.7400,=2758584429868.86,=2086798525052.0,=267980045688.54,,=3.3021,,,,
2026-01-09,=7.7100,=7.7100,=7.7100,=7.7100,=2747892242156.19,=2078710158676.0,=266941363340.91,,=3.2893,,,,
2026-01-08,=7.6900,=7.6900,=7.6900,=7.6900,=2740764117014.41,=2073317914425.0,=266248908442.49,,=3.2807,,,,
2026-01-07,=7.7500,=7.7500,=7.7500,=7.7500,=2762148492439.75,=2089494647177.0,=268326273137.75,,=3.3063,,,,
2026-01-06,=7.8000,=7.8000,=7.8000,=7.8000,=2779968805294.1997,=2102975257804.0,=270057410383.8,,=3.3277,,,,
2026-01-05,=7.8200,=7.8200,=7.8200,=7.8200,=2787096930435.98,=2108367502055.0,=270749865282.22,,=3.3362,,,,
2025-12-31,=7.9300,=7.9300,=7.9300,=7.9300,=2826301618715.77,=2138024845434.0,=274558367223.53,,=3.3831,,,,
2025-12-30,=7.8500,=7.8500,=7.8500,=7.8500,=2797789118148.65,=2116455868431.0,=271788547629.85,,=3.3490,,,,
2025-12-29,=7.8700,=7.8700,=7.8700,=7.8700,=2804917243290.43,=2121848112682.0,=272481002528.27,,=3.3575,,,,
2025-12-26,=7.8100,=7.8100,=7.8100,=7.8100,=2783532867865.09,=2105671379930.0,=270403637833.01,,=3.3319,,,,
2025-12-25,=7.8600,=7.8600,=7.8600,=7.8600,=2801353180719.54,=2119151990557.0,=272134775079.06,,=3.3533,,,,
2025-12-24,=7.9100,=7.9100,=7.9100,=7.9100,=2819173493573.99,=2132632601183.0,=273865912325.11,,=3.3746,,,,
2025-12-23,=7.9200,=7.9200,=7.9200,=7.9200,=2822737556144.88,=2135328723309.0,=274212139774.32,,=3.3789,,,,
2025-12-22,=7.8900,=7.8900,=7.8900,=7.8900,=2812045368432.21,=2127240356933.0,=273173457426.69,,=3.3661,,,,
2025-12-19,=7.8800,=7.8800,=7.8800,=7.8800,=2808481305861.32,=2124544234807.0,=272827229977.48,,=3.3618,,,,
2025-12-18,=7.9900,=7.9900,=7.9900,=7.9900,=2847685994141.11,=2154201578187.0,=276635731918.79,,=3.4087,,,,
2025-12-17,=7.8100,=7.8100,=7.8100,=7.8100,=2783532867865.09,=2105671379930.0,=270403637833.01,,=3.3319,,,,
2025-12-16,=7.7900,=7.7900,=7.7900,=7.7900,=2776404742723.31,=2100279135679.0,=269711182934.59,,=3.3234,,,,
2025-12-15,=7.8100,=7.8100,=7.8100,=7.8100,=2783532867865.09,=2105671379930.0,=270403637833.01,,=3.3319,,,,
2025-12-12,=7.9700,=7.9700,=7.9700,=7.9700,=2840557868999.33,=2148809333936.0,=275943277020.37,,=3.4002,,,,
2025-12-11,=8.0000,=8.0000,=8.0000,=8.0000,=2851250056712.0,=2156897700312.0,=276981959368.0,,=3.4130,,,,
2025-12-10,=7.9400,=7.9400,=7.9400,=7.9400,=2829865681286.66,=2140720967560.0,=274904594672.74,,=3.3874,,,,
2025-12-09,=8.1000,=8.1000,=8.1000,=8.1000,=2886890682420.9,=2183858921566.0,=280444233860.1,,=3.4557,,,,
2025-12-08,=7.9900,=7.9900,=7.9900,=7.9900,=2847685994141.11,=2154201578187.0,=276635731918.79,,=3.4087,,,,
2025-12-05,=7.9900,=7.9900,=7.9900,=7.9900,=2847685994141.11,=2154201578187.0,=276635731918.79,,=3.4087,,,,
2025-12-04,=8.0500,=8.0500,=8.0500,=8.0500,=2869070369566.45,=2170378310939.0,=278713096614.0501,,=3.4343,,,,
2025-12-03,=8.0500,=8.0500,=8.0500,=8.0500,=2869070369566.45,=2170378310939.0,=278713096614.0501,,=3.4343,,,,
2025-12-02,=8.0900,=8.0900,=8.0900,=8.0900,=2883326619850.01,=2181162799441.0,=280098006410.89,,=3.4514,,,,
2025-12-01,=8.0900,=8.0900,=8.0900,=8.0900,=2883326619850.01,=2181162799441.0,=280098006410.89,,=3.4514,,,,
2025-11-28,=8.1100,=8.1100,=8.1100,=8.1100,=2890454744991.79,=2186555043691.0,=280790461309.31,,=3.4599,,,,
2025-11-27,=8.1600,=8.1600,=8.1600,=8.1600,=2908275057846.24,=2200035654318.0,=282521598555.36,,=3.4813,,,,
2025-11-26,=8.1600,=8.1600,=8.1600,=8.1600,=2908275057846.24,=2200035654318.0,=282521598555.36,,=3.4813,,,,
2025-11-25,=8.3100,=8.3100,=8.3100,=8.3100,=2961735996409.5903,=2240477486199.0,=287715010293.51,,=3.5453,,,,
2025-11-24,=8.2000,=8.2000,=8.2000,=8.2000,=2922531308129.8,=2210820142820.0,=283906508352.2,,=3.4983,,,,
2025-11-21,=8.2500,=8.2500,=8.2500,=8.2500,=2940351620984.25,=2224300753447.0,=285637645598.25,,=3.5197,,,,
2025-11-20,=8.2700,=8.2700,=8.2700,=8.2700,=2947479746126.03,=2229692997698.0,=286330100496.67,,=3.5282,,,,
2025-11-19,=8.2300,=8.2300,=8.2300,=8.2300,=2933223495842.47,=2218908509196.0,=284945190699.83,,=3.5111,,,,
2025-11-18,=8.2000,=8.2000,=8.2000,=8.2000,=2922531308129.8,=2210820142820.0,=283906508352.2,,=3.4983,,,,
2025-11-17,=8.1700,=8.1700,=8.1700,=8.1700,=2911839120417.13,=2202731776444.0,=282867826004.57,,=3.4855,,,,
2025-11-14,=8.2500,=8.2500,=8.2500,=8.2500,=2940351620984.25,=2224300753447.0,=285637645598.25,,=3.5197,,,,
2025-11-13,=8.2100,=8.2100,=8.2100,=8.2100,=2926095370700.6904,=2213516264945.0,=284252735801.4101,,=3.5026,,,,
2025-11-12,=8.1900,=8.1900,=8.1900,=8.1900,=2918967245558.9097,=2208124020694.0,=283560280902.99,,=3.4941,,,,
2025-11-11,=8.1600,=8.1600,=8.1600,=8.1600,=2908275057846.24,=2200035654318.0,=282521598555.36,,=3.4813,,,,
2025-11-10,=8.1200,=8.1200,=8.1200,=8.1200,=2894018807562.6797,=2189251165817.0,=281136688758.52,,=3.4642,,,,
2025-11-07,=8.0500,=8.0500,=8.0500,=8.0500,=2869070369566.45,=2170378310939.0,=278713096614.0501,,=3.4343,,,,
2025-11-06,=8.0900,=8.0900,=8.0900,=8.0900,=2883326619850.01,=2181162799441.0,=280098006410.89,,=3.4514,,,,
2025-11-05,=8.1400,=8.1400,=8.1400,=8.1400,=2901146932704.46,=2194643410067.0,=281829143656.94,,=3.4727,,,,
2025-11-04,=8.1300,=8.1300,=8.1300,=8.1300,=2897582870133.5703,=2191947287942.0,=281482916207.7301,,=3.4685,,,,
2025-11-03,=7.9000,=7.9000,=7.9000,=7.9000,=2815609431003.1,=2129936479058.0,=273519684875.9,,=3.3703,,,,
2025-10-31,=7.7800,=7.7800,=7.7800,=7.7800,=2772840680152.42,=2097583013553.0,=269364955485.38,,=3.3191,,,,
2025-10-30,=7.8400,=7.8400,=7.8400,=7.8400,=2794225055577.76,=2113759746306.0,=271442320180.64,,=3.3731,,,,
2025-10-29,=7.8300,=7.8300,=7.8300,=7.8300,=2790660993006.87,=2111063624180.0,=271096092731.43,,=3.3688,,,,
2025-10-28,=7.9900,=7.9900,=7.9900,=7.9900,=2847685994141.11,=2154201578187.0,=276635731918.79,,=3.4376,,,,
2025-10-27,=7.9100,=7.9100,=7.9100,=7.9100,=2819173493573.99,=2132632601183.0,=273865912325.11,,=3.4032,,,,
2025-10-24,=7.8400,=7.8400,=7.8400,=7.8400,=2794225055577.76,=2113759746306.0,=271442320180.64,,=3.3731,,,,
2025-10-23,=7.8400,=7.8400,=7.8400,=7.8400,=2794225055577.76,=2113759746306.0,=271442320180.64,,=3.3731,,,,
2025-10-22,=7.7600,=7.7600,=7.7600,=7.7600,=2765712555010.64,=2092190769303.0,=268672500586.96,,=3.3386,,,,
2025-10-21,=7.6400,=7.6400,=7.6400,=7.6400,=2722943804159.96,=2059837303798.0,=264517771196.44,,=3.2870,,,,
2025-10-20,=7.6100,=7.6100,=7.6100,=7.6100,=2712251616447.29,=2051748937422.0,=263479088848.81,,=3.2741,,,,
2025-10-17,=7.6200,=7.6200,=7.6200,=7.6200,=2715815679018.18,=2054445059547.0,=263825316298.02,,=3.2784,,,,
2025-10-16,=7.6300,=7.6300,=7.6300,=7.6300,=2719379741589.07,=2057141181673.0,=264171543747.23,,=3.2827,,,,
2025-10-15,=7.4600,=7.4600,=7.4600,=7.4600,=2658790677883.94,=2011307105541.0,=258285677110.66,,=3.2096,,,,
2025-10-14,=7.5000,=7.5000,=7.5000,=7.5000,=2673046928167.5,=2022091594043.0,=259670586907.5,,=3.2268,,,,
2025-10-13,=7.2700,=7.2700,=7.2700,=7.2700,=2591073489037.03,=1960080785159.0,=251707355575.67,,=3.1278,,,,
2025-10-10,=7.3100,=7.3100,=7.3100,=7.3100,=2605329739320.59,=1970865273660.0,=253092265372.51,,=3.1450,,,,
2025-10-09,=7.3100,=7.3100,=7.3100,=7.3100,=2605329739320.59,=1970865273660.0,=253092265372.51,,=3.1450,,,,
2025-09-30,=7.3000,=7.3000,=7.3000,=7.3000,=2601765676749.6997,=1968169151535.0,=252746037923.3,,=3.1407,,,,
2025-09-29,=7.3300,=7.3300,=7.3300,=7.3300,=2612457864462.37,=1976257517911.0,=253784720270.93,,=3.1536,,,,
2025-09-26,=7.4100,=7.4100,=7.4100,=7.4100,=2640970365029.49,=1997826494914.0,=256554539864.61,,=3.1881,,,,
2025-09-25,=7.3800,=7.3800,=7.3800,=7.3800,=2630278177316.82,=1989738128538.0,=255515857516.98,,=3.1751,,,,
2025-09-24,=7.4700,=7.4700,=7.4700,=7.4700,=2662354740454.83,=2014003227666.0,=258631904559.87,,=3.2139,,,,
2025-09-23,=7.4000,=7.4000,=7.4000,=7.4000,=2637406302458.6,=1995130372789.0,=256208312415.4,,=3.1838,,,,
2025-09-22,=7.1800,=7.1800,=7.1800,=7.1800,=2558996925899.02,=1935815686030.0,=248591308532.78,,=3.0891,,,,
2025-09-19,=7.2000,=7.2000,=7.2000,=7.2000,=2566125051040.8003,=1941207930281.0,=249283763431.2,,=3.0977,,,,
2025-09-18,=7.2900,=7.2900,=7.2900,=7.2900,=2598201614178.81,=1965473029409.0,=252399810474.09,,=3.1364,,,,
2025-09-17,=7.4600,=7.4600,=7.4600,=7.4600,=2658790677883.94,=2011307105541.0,=258285677110.66,,=3.2096,,,,
2025-09-16,=7.4500,=7.4500,=7.4500,=7.4500,=2655226615313.0503,=2008610983416.0,=257939449661.45,,=3.2053,,,,
2025-09-15,=7.4300,=7.4300,=7.4300,=7.4300,=2648098490171.27,=2003218739165.0,=257246994763.03,,=3.1967,,,,
2025-09-12,=7.4800,=7.4800,=7.4800,=7.4800,=2665918803025.72,=2016699349792.0,=258978132009.08,,=3.2182,,,,
2025-09-11,=7.5100,=7.5100,=7.5100,=7.5100,=2676610990738.39,=2024787716168.0,=260016814356.71,,=3.2311,,,,
2025-09-10,=7.4700,=7.4700,=7.4700,=7.4700,=2662354740454.83,=2014003227666.0,=258631904559.87,,=3.2139,,,,
2025-09-09,=7.4300,=7.4300,=7.4300,=7.4300,=2648098490171.27,=2003218739165.0,=257246994763.03,,=3.1967,,,,
2025-09-08,=7.4000,=7.4000,=7.4000,=7.4000,=2637406302458.6,=1995130372789.0,=256208312415.4,,=3.1838,,,,
2025-09-05,=7.4400,=7.4400,=7.4400,=7.4400,=2651662552742.16,=2005914861290.0,=257593222212.24,,=3.2010,,,,
2025-09-04,=7.5400,=7.5400,=7.5400,=7.5400,=2687303178451.06,=2032876082544.0,=261055496704.34,,=3.2440,,,,
2025-09-03,=7.4400,=7.4400,=7.4400,=7.4400,=2651662552742.16,=2005914861290.0,=257593222212.24,,=3.2010,,,,
2025-09-02,=7.5700,=7.5700,=7.5700,=7.5700,=2697995366163.73,=2040964448920.0,=262094179051.97,,=3.2569,,,,
2025-09-01,=7.3800,=7.3800,=7.3800,=7.3800,=2630278177316.82,=1989738128538.0,=255515857516.98,,=3.1751,,,,
2025-08-29,=7.4300,=7.4300,=7.4300,=7.4300,=2648098490171.27,=2003218739165.0,=257246994763.03,,=3.2503,,,,
